id;tuits_ideas;#palabras;#longitud_ideas_tuits;tuit_o_idea;#etiquetadores;conoce_fuente;hecho_prom;contraar_prom;opinion_prom;argumento_prom;hecho_sum;contraar_sum;opinion_sum;argumento_sum;#menciones;#hashtags;#urls;replies_count;retweets_count;likes_count;reply_to
811;A los correistas no les i;6;25;0;2;1;0.00;0.00;2.50;0.00;0.00;0.00;12.50;0.00;0;0;0;0;0;0;3
812;Mi una sola ley en contra de la delincuencia y la corrupción;12;60;0;2;1;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;3
813;@mauroandinoe @superbancosEC Los delincuentes de UNES tomándose todos los poderes del estado por asalto y sus compinches ladrones, narcos, sicarios haciéndo su agosto;23;166;0;2;1;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;2;0;0;0;0;0;3
814;@mauroandinoe @superbancosEC Los delincuentes de UNES tomándose todos los poderes del estado por asalto y sus compinches ladrones, narcos, sicarios haciéndo su agosto. Mi una sola ley en contra de la delincuencia y la corrupción. A los correistas no les i;41;255;1;2;1;0.00;0.00;5.00;0.50;0.00;0.00;0.00;0.50;2;0;0;0;0;0;3
815;@mauroandinoe @superbancosEC Los delincuentes de UNES tomándose todos los poderes del estado por asalto y sus compinches ladrones, narcos, sicarios haciéndo su agosto. Mi una sola ley en contra de la delincuencia y la corrupción. A los correistas no les i;41;255;1;1;0;2.00;0.00;4.00;1.00;0.00;0.00;0.00;0.00;2;0;0;0;0;0;3
816;No se nota hombre;4;17;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1
817;No se nota hombre;4;17;0;2;1;2.00;0.00;5.00;1.50;8.00;0.00;0.00;4.50;0;0;0;0;0;0;1
818;"haga algo!!! la delincuencia hace de las suyas todos los días y ud se hace el desentendido, nos sentimos desprotegidos, hasta en el Perú empezaron a tomar decisiones con respecto a los extranjeros que delinquen; estamos viviendo en tierra de nadie";41;247;0;2;1;3.50;0.00;4.00;4.00;0.50;0.00;2.00;2.00;0;0;0;0;0;0;1
819;"No se nota hombre.. haga algo!!! la delincuencia hace de las suyas todos los días y ud se hace el desentendido, nos sentimos desprotegidos, hasta en el Perú empezaron a tomar decisiones con respecto a los extranjeros que delinquen; estamos viviendo en tierra de nadie.";45;268;0;2;1;3.00;2.50;4.00;2.50;2.00;12.50;2.00;0.50;0;0;0;0;0;0;1
820;"haga algo!!! la delincuencia hace de las suyas todos los días y ud se hace el desentendido, nos sentimos desprotegidos, hasta en el Perú empezaron a tomar decisiones con respecto a los extranjeros que delinquen; estamos viviendo en tierra de nadie";41;247;0;1;0;1.00;0.00;3.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1
821;"No se nota hombre.. haga algo!!! la delincuencia hace de las suyas todos los días y ud se hace el desentendido, nos sentimos desprotegidos, hasta en el Perú empezaron a tomar decisiones con respecto a los extranjeros que delinquen; estamos viviendo en tierra de nadie.";45;268;0;1;0;2.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1
822;@Jfchediak Gobierno o ese grupo de iletrados que se llaman asamblea? Porque esa escoria humana están siempre buscando cómo ayudar al narcotrafico y a la delincuencia archivando leyes;28;182;0;1;0;2.00;0.00;4.00;2.00;0.00;0.00;0.00;0.00;1;0;0;0;0;0;2
823;@Jfchediak Gobierno o ese grupo de iletrados que se llaman asamblea? Porque esa escoria humana están siempre buscando cómo ayudar al narcotrafico y a la delincuencia archivando leyes;28;182;0;1;1;2.00;0.00;5.00;1.00;0.00;0.00;0.00;0.00;1;0;0;0;0;0;2
824;@Jfchediak Gobierno o ese grupo de iletrados que se llaman asamblea? Porque esa escoria humana están siempre buscando cómo ayudar al narcotrafico y a la delincuencia archivando leyes;28;182;0;2;1;1.00;0.00;5.00;1.00;2.00;0.00;0.00;0.00;1;0;0;0;0;0;2
825;➡️ estaría aún pero !! Las elección están aprendida El voto será una larga y responsable decisión La derecha hizo lo q dijimos q haría Tenemos un País sumido en la delincuencia el narcotráfico y con un Gobierno incapaz de garantizar lo básico con precios elevados de Petróleo 📢;49;278;0;1;1;5.00;0.00;5.00;5.00;0.00;0.00;0.00;0.00;0;0;0;0;10;11;1
826;➡️ estaría aún pero !! Las elección están aprendida El voto será una larga y responsable decisión La derecha hizo lo q dijimos q haría Tenemos un País sumido en la delincuencia el narcotráfico y con un Gobierno incapaz de garantizar lo básico con precios elevados de Petróleo 📢;49;278;0;2;1;3.00;0.50;5.00;3.50;8.00;0.50;0.00;4.50;0;0;0;0;10;11;1
827;➡️ estaría aún pero !! Las elección están aprendida El voto será una larga y responsable decisión La derecha hizo lo q dijimos q haría Tenemos un País sumido en la delincuencia el narcotráfico y con un Gobierno incapaz de garantizar lo básico con precios elevados de Petróleo 📢;49;278;0;1;0;2.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;10;11;1
828;@SanTiagoTaco13 @VillaFernando_ @LassoGuillermo Mientras los de UNES sigan en la asamblea la delincuencia seguirá apoderándose de nuestro a país!;19;145;0;1;0;2.00;0.00;4.00;3.00;0.00;0.00;0.00;0.00;3;0;0;0;0;0;4
829;@SanTiagoTaco13 @VillaFernando_ @LassoGuillermo Mientras los de UNES sigan en la asamblea la delincuencia seguirá apoderándose de nuestro a país!;19;145;0;1;1;2.00;0.00;5.00;1.00;0.00;0.00;0.00;0.00;3;0;0;0;0;0;4
830;@SanTiagoTaco13 @VillaFernando_ @LassoGuillermo Mientras los de UNES sigan en la asamblea la delincuencia seguirá apoderándose de nuestro a país!;19;145;0;2;1;1.00;0.00;5.00;0.50;2.00;0.00;0.00;0.50;3;0;0;0;0;0;4
831;No soy Lassista, ni Correista;5;29;0;1;0;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1
832;Pero este tipo de comentarios me llama mucho la atención;10;56;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1
833;Es así como nos sentimos con respecto a la inacción del actual gobierno, sin politizar ni exagerar la delincuencia hace lo que le da la gana;26;140;0;1;0;2.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1
834;No soy Lassista, ni Correista;5;29;0;2;1;2.50;0.00;2.50;1.00;12.50;0.00;12.50;2.00;0;0;0;0;0;0;1
835;Pero este tipo de comentarios me llama mucho la atención;10;56;0;2;1;1.00;0.00;5.00;1.00;2.00;0.00;0.00;2.00;0;0;0;0;0;0;1
836;Es así como nos sentimos con respecto a la inacción del actual gobierno, sin politizar ni exagerar la delincuencia hace lo que le da la gana;26;140;0;2;1;2.00;1.00;5.00;1.50;2.00;2.00;0.00;4.50;0;0;0;0;0;0;1
837;No soy Lassista, ni Correista. Pero este tipo de comentarios me llama mucho la atención. Es así como nos sentimos con respecto a la inacción del actual gobierno, sin politizar ni exagerar la delincuencia hace lo que le da la gana.;41;230;0;2;1;0.50;0.00;5.00;1.00;0.50;0.00;0.00;2.00;0;0;0;0;0;0;1
838;No soy Lassista, ni Correista. Pero este tipo de comentarios me llama mucho la atención. Es así como nos sentimos con respecto a la inacción del actual gobierno, sin politizar ni exagerar la delincuencia hace lo que le da la gana.;41;230;0;1;0;2.00;0.00;4.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1
839;@lahistoriaec @LassoGuillermo Lo que queremos es que este blandengue se ponga bien los pantalones y actúe contra la delincuencia, sus cantantes no queremos seguir sintiéndonos defraudados y engañados por ud sr @LassoGuillermo;32;225;0;1;1;3.00;0.00;5.00;2.00;0.00;0.00;0.00;0.00;3;0;0;0;0;0;3
840;@lahistoriaec @LassoGuillermo Lo que queremos es que este blandengue se ponga bien los pantalones y actúe contra la delincuencia, sus cantantes no queremos seguir sintiéndonos defraudados y engañados por ud sr @LassoGuillermo;32;225;0;2;1;1.50;0.00;5.00;1.50;4.50;0.00;0.00;0.50;3;0;0;0;0;0;3
841;Algún lío???;2;12;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;4;3
842;Sin tanta delincuencia;3;22;0;1;0;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;4;3
843;@JLOMAXSTM @pao_reyn4 Exacto;3;28;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;0;0;1;0;4;3
844;Por eso vamos allá;4;18;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;4;3
845;Algún lío???;2;12;0;2;1;0.00;0.00;5.00;1.00;0.00;0.00;0.00;2.00;0;0;0;1;0;4;3
846;Sin tanta delincuencia;3;22;0;2;1;0.00;0.00;5.00;1.00;0.00;0.00;0.00;2.00;0;0;0;1;0;4;3
847;@JLOMAXSTM @pao_reyn4 Exacto;3;28;0;2;1;0.00;0.00;5.00;1.50;0.00;0.00;0.00;4.50;2;0;0;1;0;4;3
848;Por eso vamos allá;4;18;0;2;1;0.00;0.00;5.00;1.50;0.00;0.00;0.00;4.50;0;0;0;1;0;4;3
849;@JLOMAXSTM @pao_reyn4 Exacto. Sin tanta delincuencia. Por eso vamos allá. Algún lío???;12;86;1;2;1;0.00;0.00;5.00;1.50;0.00;0.00;0.00;4.50;2;0;0;1;0;4;3
850;@JLOMAXSTM @pao_reyn4 Exacto. Sin tanta delincuencia. Por eso vamos allá. Algún lío???;12;86;1;1;0;1.00;1.00;5.00;2.00;0.00;0.00;0.00;0.00;2;0;0;1;0;4;3
851;"De a poco la delincuencia y un gobierno inoperante nos están encerrando; pensaba ir este feriado con mi familia a GYE al Comic Con o a Casa Blanca como otros años, pero me frenó el miedo, no quise exponerlos al riesgo y veo que tuve razón.";46;239;1;2;1;0.00;0.00;5.00;2.00;0.00;0.00;0.00;2.00;0;0;0;0;0;0;1
852;"De a poco la delincuencia y un gobierno inoperante nos están encerrando; pensaba ir este feriado con mi familia a GYE al Comic Con o a Casa Blanca como otros años, pero me frenó el miedo, no quise exponerlos al riesgo y veo que tuve razón.";46;239;1;1;0;2.00;0.00;3.00;2.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1
853;"De a poco la delincuencia y un gobierno inoperante nos están encerrando; pensaba ir este feriado con mi familia a GYE al Comic Con o a Casa Blanca como otros años, pero me frenó el miedo, no quise exponerlos al riesgo y veo que tuve razón";46;238;0;1;0;3.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1
854;Claro son panas https://t;4;25;0;1;0;1.00;0.00;3.00;1.00;0.00;0.00;0.00;0.00;0;0;1;0;2;1;3
855;@mauroandinoe @superbancosEC Cómo cuando tú gobierno controlaba la delincuencia;9;79;0;1;0;0.00;0.00;3.00;0.00;0.00;0.00;0.00;0.00;2;0;0;0;2;1;3
856;@mauroandinoe @superbancosEC Cómo cuando tú gobierno controlaba la delincuencia ... Claro son panas https://t.co/bZuUXxaWbN;14;123;0;1;0;0.00;0.00;3.00;0.00;0.00;0.00;0.00;0.00;2;0;1;0;2;1;3
857;Claro son panas https://t;4;25;0;1;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;1;0;2;1;3
858;Claro son panas https://t;4;25;0;2;1;0.00;0.00;3.00;0.00;0.00;0.00;8.00;0.00;0;0;1;0;2;1;3
859;@mauroandinoe @superbancosEC Cómo cuando tú gobierno controlaba la delincuencia;9;79;0;2;1;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;2;0;0;0;2;1;3
860;@mauroandinoe @superbancosEC Cómo cuando tú gobierno controlaba la delincuencia ... Claro son panas https://t.co/bZuUXxaWbN;14;123;0;2;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;0;1;0;2;1;3
861;Que la mierda que esparces nunca te alcance;8;43;0;1;0;0.00;0.00;4.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;2;9;1
862;Como si la delincuencia fuera un invento de este gobierno;10;57;0;1;0;0.00;0.00;4.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;2;9;1
863;Querer manipular un suceso trágico buscando réditos políticos es de gente miserable y eso sí sabemos con certeza quienes lo perfeccionaron;21;138;0;1;0;1.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;2;9;1
864;Que la mierda que esparces nunca te alcance;8;43;0;2;1;0.00;0.00;3.50;0.00;0.00;0.00;4.50;0.00;0;0;0;0;2;9;1
865;Como si la delincuencia fuera un invento de este gobierno;10;57;0;2;1;0.00;0.00;4.00;0.00;0.00;0.00;2.00;0.00;0;0;0;0;2;9;1
866;Querer manipular un suceso trágico buscando réditos políticos es de gente miserable y eso sí sabemos con certeza quienes lo perfeccionaron;21;138;0;2;1;0.00;0.00;5.00;2.00;0.00;0.00;0.00;2.00;0;0;0;0;2;9;1
867;Como si la delincuencia fuera un invento de este gobierno. Querer manipular un suceso trágico buscando réditos políticos es de gente miserable y eso sí sabemos con certeza quienes lo perfeccionaron. Que la mierda que esparces nunca te alcance.;39;243;1;2;1;0.00;0.00;5.00;2.00;0.00;0.00;0.00;2.00;0;0;0;0;2;9;1
868;Como si la delincuencia fuera un invento de este gobierno. Querer manipular un suceso trágico buscando réditos políticos es de gente miserable y eso sí sabemos con certeza quienes lo perfeccionaron. Que la mierda que esparces nunca te alcance.;39;243;1;1;0;1.00;0.00;4.00;1.00;0.00;0.00;0.00;0.00;0;0;0;0;2;9;1
869;@nayibbukele @LassoGuillermo @PresidenciaEC que opinan de estos números? Baja la delincuencia sube la popularidad del presidente ,ojalá en Ecuador 🇪🇨 miren esto !! @nayibbukele porfavor una visita llamada al presidente @LassoGuillermo ,ayuda de cóm;34;250;0;1;1;1.00;2.00;0.00;3.00;0.00;0.00;0.00;0.00;5;0;0;1;0;0;2
870;@nayibbukele @LassoGuillermo @PresidenciaEC que opinan de estos números? Baja la delincuencia sube la popularidad del presidente ,ojalá en Ecuador 🇪🇨 miren esto !! @nayibbukele porfavor una visita llamada al presidente @LassoGuillermo ,ayuda de cóm;34;250;0;1;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5;0;0;1;0;0;2
871;@nayibbukele @LassoGuillermo @PresidenciaEC que opinan de estos números? Baja la delincuencia sube la popularidad del presidente ,ojalá en Ecuador 🇪🇨 miren esto !! @nayibbukele porfavor una visita llamada al presidente @LassoGuillermo ,ayuda de cóm;34;250;0;1;0;0.00;0.00;5.00;3.00;0.00;0.00;0.00;0.00;5;0;0;1;0;0;2
872;Es eliminando a los que generan la delincuencia;8;47;0;1;0;0.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;1;2
873;Más claro muerto el perro se acaba la rabia;9;43;0;2;0;1.50;0.00;1.00;0.50;4.50;0.00;2.00;0.50;0;0;0;0;0;1;2
874;@eluniversocom La única manera de combatir éste mal llamado delincuencia;10;72;0;1;0;0.00;1.00;4.00;0.00;0.00;0.00;0.00;0.00;1;0;0;0;0;1;2
875;Es eliminando a los que generan la delincuencia;8;47;0;2;1;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;1;2
876;Más claro muerto el perro se acaba la rabia;9;43;0;2;1;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;1;2
877;@eluniversocom La única manera de combatir éste mal llamado delincuencia;10;72;0;2;1;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;1;0;0;0;0;1;2
878;@eluniversocom La única manera de combatir éste mal llamado delincuencia;10;72;0;2;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1;0;0;0;0;1;2
879;@eluniversocom La única manera de combatir éste mal llamado delincuencia. Es eliminando a los que generan la delincuencia. Más claro muerto el perro se acaba la rabia.!!;27;169;1;2;1;0.00;0.00;5.00;1.50;0.00;0.00;0.00;4.50;1;0;0;0;0;1;2
880;@eluniversocom La única manera de combatir éste mal llamado delincuencia. Es eliminando a los que generan la delincuencia. Más claro muerto el perro se acaba la rabia.!!;27;169;1;1;0;0.00;1.00;5.00;0.00;0.00;0.00;0.00;0.00;1;0;0;0;0;1;2
881;Autoridades de vergüenza, ya pasó antes y no hicieron nada;10;58;0;1;0;2.00;0.00;4.00;1.00;0.00;0.00;0.00;0.00;0;0;0;6;25;72;1
882;Creció la delincuencia, sí, pero la desidia y la incompetencia hacen su parte @PoliciaEcuador @FiscaliaEcuador;15;110;0;1;0;4.00;0.00;0.00;3.00;0.00;0.00;0.00;0.00;2;0;0;6;25;72;1
883;Autoridades de vergüenza, ya pasó antes y no hicieron nada;10;58;0;2;1;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;6;25;72;1
884;Creció la delincuencia, sí, pero la desidia y la incompetencia hacen su parte @PoliciaEcuador @FiscaliaEcuador;15;110;0;2;1;1.00;0.00;5.00;0.00;2.00;0.00;0.00;0.00;2;0;0;6;25;72;1
885;Autoridades de vergüenza, ya pasó antes y no hicieron nada. Creció la delincuencia, sí, pero la desidia y la incompetencia hacen su parte @PoliciaEcuador @FiscaliaEcuador;25;170;1;2;1;1.00;0.00;4.50;1.00;2.00;0.00;0.50;2.00;2;0;0;6;25;72;1
886;Autoridades de vergüenza, ya pasó antes y no hicieron nada. Creció la delincuencia, sí, pero la desidia y la incompetencia hacen su parte @PoliciaEcuador @FiscaliaEcuador;25;170;1;1;0;3.00;0.00;3.00;2.00;0.00;0.00;0.00;0.00;2;0;0;6;25;72;1
887;Hablar de libre porte de armas es irresponsable En Ecuador hay armas de sobra El problema es que están en manos de la delincuencia y no hay estado -Policía Nacional y Fuerzas Armadas- que desarme a los delincuentes Es más los delincuentes roban las armas a los policías;48;269;0;2;1;1.00;0.00;3.50;2.00;2.00;0.00;0.50;8.00;0;0;0;5;83;201;1
888;Hablar de libre porte de armas es irresponsable En Ecuador hay armas de sobra El problema es que están en manos de la delincuencia y no hay estado -Policía Nacional y Fuerzas Armadas- que desarme a los delincuentes Es más los delincuentes roban las armas a los policías;48;269;0;1;0;4.00;0.00;4.00;3.00;0.00;0.00;0.00;0.00;0;0;0;5;83;201;1
889;"➡️ dice para q se reunió NO con la SENAE sino con Gottifredi q""no"" es funcionario público !! Aquí está la delincuencia organizada ? El narcotráfico ? y su poder económico Mil preguntas sin q el Gobierno la SENAE y la Embajada de los EEUU quiere responder Con un gobierno del ⬇️";52;277;0;1;1;2.00;0.00;5.00;1.00;0.00;0.00;0.00;0.00;0;0;0;1;12;16;1
890;"➡️ dice para q se reunió NO con la SENAE sino con Gottifredi q""no"" es funcionario público !! Aquí está la delincuencia organizada ? El narcotráfico ? y su poder económico Mil preguntas sin q el Gobierno la SENAE y la Embajada de los EEUU quiere responder Con un gobierno del ⬇️";52;277;0;2;1;1.00;0.00;5.00;2.00;2.00;0.00;0.00;2.00;0;0;0;1;12;16;1
891;"➡️ dice para q se reunió NO con la SENAE sino con Gottifredi q""no"" es funcionario público !! Aquí está la delincuencia organizada ? El narcotráfico ? y su poder económico Mil preguntas sin q el Gobierno la SENAE y la Embajada de los EEUU quiere responder Con un gobierno del ⬇️";52;277;0;1;0;1.00;0.00;4.00;1.00;0.00;0.00;0.00;0.00;0;0;0;1;12;16;1
892;@ALnaviocom ESTE ES EL PRODUCTO DE EXPORTACION DEL QUE MADURO TANTO PRESUME LA ECONOMIA DEL PAIS LLEGARA A METAS IMPENSABLES,SI SE SABE QUE EL CHAVISMO ES DELINCUENCIA LO QUE EXPORTA,QUE OTRA COSA PODRIA EXPORTAR,BUENO TAMBIEN VERGUENZA Y MUCHA!;38;245;0;1;1;3.00;0.00;5.00;2.00;0.00;0.00;0.00;0.00;1;0;0;0;0;0;2
893;@ALnaviocom ESTE ES EL PRODUCTO DE EXPORTACION DEL QUE MADURO TANTO PRESUME LA ECONOMIA DEL PAIS LLEGARA A METAS IMPENSABLES,SI SE SABE QUE EL CHAVISMO ES DELINCUENCIA LO QUE EXPORTA,QUE OTRA COSA PODRIA EXPORTAR,BUENO TAMBIEN VERGUENZA Y MUCHA!;38;245;0;2;1;1.50;0.00;5.00;2.50;4.50;0.00;0.00;0.50;1;0;0;0;0;0;2
894;@ALnaviocom ESTE ES EL PRODUCTO DE EXPORTACION DEL QUE MADURO TANTO PRESUME LA ECONOMIA DEL PAIS LLEGARA A METAS IMPENSABLES,SI SE SABE QUE EL CHAVISMO ES DELINCUENCIA LO QUE EXPORTA,QUE OTRA COSA PODRIA EXPORTAR,BUENO TAMBIEN VERGUENZA Y MUCHA!;38;245;0;1;0;2.00;0.00;4.00;2.00;0.00;0.00;0.00;0.00;1;0;0;0;0;0;2
895;@connection53 Por delincuencia organizada y narcopolitica;6;57;0;1;0;2.00;0.00;4.50;0.00;0.00;0.00;0.50;0.00;1;0;0;0;0;0;2
896;@connection53 Por delincuencia organizada y narcopolitica;6;57;0;1;1;2.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;1;0;0;0;0;0;2
897;@connection53 Por delincuencia organizada y narcopolitica;6;57;0;2;1;1.00;0.00;5.00;3.00;0.00;0.00;0.00;8.00;1;0;0;0;0;0;2
898;NO lo pudieron y ahora se q;7;27;0;1;0;4.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;2
899;Enfrentaron y dividieron estas instituciones tratando doblegar a interés y facilitar narcotráfico y delincuencia;14;112;0;1;0;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;2
900;@FaustoJarrinT En década pérdida los revolucionarios y disque progresistas Siglo XXI desarmaron a Policía y FFAA;16;112;0;1;0;4.00;4.00;1.00;4.00;0.00;0.00;0.00;0.00;1;0;0;0;0;0;2
901;NO lo pudieron y ahora se q;7;27;0;2;1;2.00;0.00;4.00;1.00;8.00;0.00;2.00;2.00;0;0;0;0;0;0;2
902;Enfrentaron y dividieron estas instituciones tratando doblegar a interés y facilitar narcotráfico y delincuencia;14;112;0;2;1;1.50;0.00;4.50;1.00;4.50;0.00;0.50;2.00;0;0;0;0;0;0;2
903;@FaustoJarrinT En década pérdida los revolucionarios y disque progresistas Siglo XXI desarmaron a Policía y FFAA;16;112;0;1;1;4.00;0.00;1.00;3.00;0.00;0.00;0.00;0.00;1;0;0;0;0;0;2
904;@FaustoJarrinT En década pérdida los revolucionarios y disque progresistas Siglo XXI desarmaron a Policía y FFAA. Enfrentaron y dividieron estas instituciones tratando doblegar a interés y facilitar narcotráfico y delincuencia. NO lo pudieron y ahora se q;37;255;1;2;1;2.00;0.00;3.00;2.50;8.00;0.00;8.00;0.50;1;0;0;0;0;0;2
905;@FaustoJarrinT En década pérdida los revolucionarios y disque progresistas Siglo XXI desarmaron a Policía y FFAA. Enfrentaron y dividieron estas instituciones tratando doblegar a interés y facilitar narcotráfico y delincuencia. NO lo pudieron y ahora se q;37;255;1;1;0;4.00;4.00;1.00;5.00;0.00;0.00;0.00;0.00;1;0;0;0;0;0;2
906;Hipócritas 🐀🐀🐀;2;17;0;1;0;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;7;14;2
907;Desarmaron y dividieron a Policía y FFAA;7;40;0;1;0;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;7;14;2
908;@Fernanda_Mashi El problema NO es la política sea neoliberal o NO;11;65;0;1;0;2.00;5.00;5.00;2.00;0.00;0.00;0.00;0.00;1;0;0;0;7;14;2
909;El problema es la herencia de la RC que acomodaron leyes y políticas para apoyar narcotráfico y delincuencia organizada;19;119;0;1;0;4.00;1.00;5.00;2.00;0.00;0.00;0.00;0.00;0;0;0;0;7;14;2
910;Hipócritas 🐀🐀🐀;2;17;0;1;1;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;7;14;2
911;Hipócritas 🐀🐀🐀;2;17;0;2;1;0.00;0.00;5.00;0.50;0.00;0.00;0.00;0.50;0;0;0;0;7;14;2
912;Desarmaron y dividieron a Policía y FFAA;7;40;0;2;1;1.50;0.00;5.00;0.50;4.50;0.00;0.00;0.50;0;0;0;0;7;14;2
913;@Fernanda_Mashi El problema NO es la política sea neoliberal o NO;11;65;0;1;1;1.00;0.00;5.00;1.00;0.00;0.00;0.00;0.00;1;0;0;0;7;14;2
914;El problema es la herencia de la RC que acomodaron leyes y políticas para apoyar narcotráfico y delincuencia organizada;19;119;0;2;1;1.50;0.00;5.00;1.50;4.50;0.00;0.00;0.50;0;0;0;0;7;14;2
915;@Fernanda_Mashi El problema NO es la política sea neoliberal o NO. El problema es la herencia de la RC que acomodaron leyes y políticas para apoyar narcotráfico y delincuencia organizada. Desarmaron y dividieron a Policía y FFAA. Hipócritas 🐀🐀🐀;39;247;1;2;1;1.50;0.00;5.00;2.00;4.50;0.00;0.00;0.00;1;0;0;0;7;14;2
916;@Fernanda_Mashi El problema NO es la política sea neoliberal o NO. El problema es la herencia de la RC que acomodaron leyes y políticas para apoyar narcotráfico y delincuencia organizada. Desarmaron y dividieron a Policía y FFAA. Hipócritas 🐀🐀🐀;39;247;1;1;0;3.00;5.00;3.00;2.00;0.00;0.00;0.00;0.00;1;0;0;0;7;14;2
917;@SantiagoLassoMe Ya basta presidente ya eliminé esta delincuencia;8;65;0;1;1;1.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;1;0;0;0;0;0;2
918;@SantiagoLassoMe Ya basta presidente ya eliminé esta delincuencia;8;65;0;2;1;0.50;0.00;5.00;0.00;0.50;0.00;0.00;0.00;1;0;0;0;0;0;2
919;@FaustoJarrinT Estimado amigo ovejuno nos puede informar que hizo el estado hace 10 años para enviar que la delincuencia tenga mejores armas que la delincuencia??;25;162;0;1;1;2.00;0.00;5.00;1.00;0.00;0.00;0.00;0.00;1;0;0;0;0;1;2
920;@FaustoJarrinT Estimado amigo ovejuno nos puede informar que hizo el estado hace 10 años para enviar que la delincuencia tenga mejores armas que la delincuencia??;25;162;0;2;1;1.00;0.00;5.00;0.50;2.00;0.00;0.00;0.50;1;0;0;0;0;1;2
921;@Feramosa @socialholico Pendejo los radares valían, al transportarlo lo dañaron, vas a seguir con el cuento que fue en el pasado, ya más de 5 años de mendicidad, delincuencia y narcotrafico, no hacen nada por el país y lo justifican, que terrible.;42;247;1;2;1;0.50;0.00;4.50;1.00;0.50;0.00;0.50;2.00;2;0;0;0;0;0;3
922;@Feramosa @socialholico Pendejo los radares valían, al transportarlo lo dañaron, vas a seguir con el cuento que fue en el pasado, ya más de 5 años de mendicidad, delincuencia y narcotrafico, no hacen nada por el país y lo justifican, que terrible.;42;247;1;1;0;3.00;5.00;4.00;4.00;0.00;0.00;0.00;0.00;2;0;0;0;0;0;3
923;@Feramosa @socialholico Pendejo los radares valían, al transportarlo lo dañaron, vas a seguir con el cuento que fue en el pasado, ya más de 5 años de mendicidad, delincuencia y narcotrafico, no hacen nada por el país y lo justifican, que terrible;42;246;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2;0;0;0;0;0;3
924;@fidelinho91 Enserio? Que terrible la delincuencia;6;50;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1;0;0;1;0;0;2
925;@fidelinho91 Enserio? Que terrible la delincuencia;6;50;0;2;1;0.50;0.00;5.00;0.00;0.50;0.00;0.00;0.00;1;0;0;1;0;0;2
926;@EstebanBernalB Y en qué se gasto los trece mil millones??? Por qué el País está descuidado! No hay medicinas, La Delincuencia Abunda, capaz y fue a parar a un paraíso fiscal;31;174;0;1;0;4.00;5.00;0.00;4.00;0.00;0.00;0.00;0.00;1;0;0;0;2;6;2
